Company Name,Year,Equity Share Capital,Reserves And Surplus,Total Shareholders Funds,Total Non-Current Liabilities,Total Current Liabilities,Total Capital And Liabilities,Total Revenue,Total Expenses,Profit/Loss Before Tax,Current Tax,Profit/Loss For The Period,Basic Eps (Rs.),Equity Share Dividend,Pbdit Margin (%),Net Profit Margin (%),Return On Networth/Equity (%),Return On Capital Employed (%),Total Debt/Equity (X),Current Ratio (X),Dividend Payout Ratio (Np) (%),Earnings Retention Ratio (%),Score,Comment
Larsen & Toubro Ltd.,Mar 16,186.3,43994.06,44180.36,62606.52,85046.43,194726.15,107452.55,194726.15,101123.88,102028.23,1655.06,1786.73,94102.83,8019.62,2817.69,5534.86,45.0,0.0,11.33,5.42,12.53,8.82,3.34,1.26,0.0,100.0,300,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 11.311310493851696 and Score: 50
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 300"
Ambika Cotton Mills Ltd.,Mar 20,5.72,500.34,506.06,30.07,90.05,626.18,362.09,626.18,623.09,623.85,9.35,27.58,554.72,69.13,16.88,52.25,91.27,0.0,17.02,8.38,10.32,14.64,0.24,4.02,0.0,100.0,700,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5755023923444976 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 700"
Ambika Cotton Mills Ltd.,Mar 19,5.73,468.9,474.62,34.99,103.64,613.24,344.95,613.24,655.6,657.0,9.42,28.85,570.17,86.83,26.64,63.18,110.36,14.31,19.08,9.62,13.31,18.89,0.29,3.33,22.65,77.35,800,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5538144982589427 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 800"
Ambika Cotton Mills Ltd.,Mar 18,5.73,423.08,428.8,30.42,105.33,564.56,300.99,564.56,584.47,585.7,4.93,28.88,506.08,79.62,20.74,61.07,106.67,5.73,19.41,10.43,14.24,18.41,0.32,2.86,9.38,90.62,800,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.49811691501555594 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 800"
Ambika Cotton Mills Ltd.,Mar 17,5.73,368.97,374.7,32.48,68.84,476.02,216.34,476.02,528.61,529.45,3.84,29.35,457.38,72.06,20.97,55.74,95.55,0.0,19.91,10.53,14.88,18.64,0.27,3.14,0.0,100.0,800,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5827054180121994 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 800"
Ambika Cotton Mills Ltd.,Mar 16,5.88,329.17,335.05,37.23,51.78,424.06,164.8,424.06,492.31,494.08,5.22,29.92,435.13,58.96,12.58,44.46,75.67,8.81,19.11,9.0,13.27,17.24,0.27,3.18,19.82,80.18,800,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.8373819163292847 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 800"
Affle India Ltd.,Mar 20,25.5,203.66,229.16,43.29,127.58,400.03,232.1,400.03,333.78,339.87,1.42,13.33,260.65,79.23,13.71,65.52,26.0,0.0,28.16,19.28,28.59,29.6,0.75,1.82,0.0,100.0,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.6607142857142857 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 50
 TOTAL SCORE: 900"
Affle India Ltd.,Mar 19,24.29,48.12,72.41,8.72,77.14,158.27,99.07,158.27,249.4,249.79,0.81,10.1,189.99,59.8,10.21,48.82,20.0,0.0,28.35,19.54,67.42,74.71,1.19,1.28,0.0,100.0,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.17861532158951252 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 50
 TOTAL SCORE: 900"
Motherson Sumi Systems Ltd.,Mar 20,315.79,10945.15,11260.94,11099.14,19570.67,45495.78,19838.67,45495.78,63536.87,63767.54,598.63,2778.02,61712.14,2055.4,818.42,1236.98,4.0,0.0,8.55,1.94,10.98,10.24,2.72,1.01,0.0,100.0,200,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 8.972772397290173 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 200"
Motherson Sumi Systems Ltd.,Mar 19,315.8,10646.9,10962.7,9997.2,18890.6,43330.2,19949.6,43330.2,63522.9,63743.1,423.2,2058.2,60655.9,3087.2,1186.0,1985.0,5.0,473.7,8.77,3.11,18.11,14.36,2.64,1.06,23.86,76.14,350,"ROE Score : 100
 ROTC Score: 50
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 5.036372795969774 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 350"
Motherson Sumi Systems Ltd.,Mar 18,210.5,9673.6,9884.1,9319.4,15334.2,37497.7,17100.1,37497.7,56293.3,56463.4,410.8,1575.2,53156.7,3129.0,1001.6,2121.8,8.0,421.0,9.09,3.76,21.47,15.97,2.49,1.12,19.84,80.16,500,"ROE Score : 150
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 4.392214157790555 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 500"
Motherson Sumi Systems Ltd.,Mar 17,140.4,8132.3,8272.7,10482.1,11382.7,32369.7,16048.0,32369.7,42375.5,42639.7,374.9,1059.1,39642.7,2899.6,862.7,1989.3,8.0,0.0,10.23,4.67,24.05,15.6,2.64,1.41,0.0,100.0,450,"ROE Score : 150
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 5.269240436334389 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 450"
Motherson Sumi Systems Ltd.,Mar 16,132.3,4264.8,4397.1,5417.4,8577.2,19904.0,9776.6,19904.0,37216.3,37255.5,345.0,1087.2,35100.3,2155.2,647.9,1636.0,10.0,595.3,9.64,4.39,37.21,22.07,3.18,1.14,36.39,63.61,600,"ROE Score : 200
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 3.311369193154034 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 600"
Fine Organics Industries Ltd.,Mar 20,15.33,603.56,618.89,99.02,134.1,852.06,524.26,852.06,1038.08,1058.27,4.82,34.66,837.08,221.18,51.32,169.86,54.0,0.0,25.11,16.05,27.45,31.48,0.38,3.91,0.0,100.0,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.5829506652537383 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1000"
Fine Organics Industries Ltd.,Mar 19,15.33,484.91,500.24,96.73,105.39,702.39,434.18,702.39,1060.33,1080.16,1.84,17.45,849.38,230.78,80.89,136.26,44.0,21.46,23.58,12.61,27.24,38.96,0.4,4.12,15.75,84.25,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.709892851900778 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1000"
Fine Organics Industries Ltd.,Mar 18,15.33,380.25,395.58,0.0,134.23,529.81,333.24,529.81,855.81,871.79,3.15,20.04,720.6,151.19,56.5,95.33,31.0,23.0,20.38,10.93,24.1,39.02,0.34,2.48,24.13,75.87,900,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Fine Organics Industries Ltd.,Mar 17,4.83,323.21,328.04,0.0,116.4,444.72,280.88,444.72,779.16,783.16,4.39,23.71,662.36,120.8,45.0,77.87,25.0,0.0,19.11,9.94,23.74,38.13,0.35,2.41,0.0,100.0,850,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
Fine Organics Industries Ltd.,Mar 16,4.83,245.99,250.82,21.27,143.24,415.6,247.45,415.6,652.52,662.72,8.31,29.56,545.14,117.59,42.78,76.48,25.0,36.83,23.82,11.54,30.49,46.23,0.66,1.73,48.16,51.84,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.27811192468619245 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 950"
Hawkins Cooker Ltd.,Mar 20,5.29,134.37,139.66,17.1,141.58,298.34,256.74,298.34,673.87,677.05,3.99,4.71,578.7,98.35,25.86,72.49,137.09,0.0,15.89,10.71,51.9,65.28,1.14,1.81,0.0,100.0,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.2358946061525728 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1000"
Hawkins Cooker Ltd.,Mar 19,5.29,113.33,118.61,25.35,123.28,267.24,232.8,267.24,652.84,656.99,3.98,4.01,574.64,82.34,27.95,54.22,102.53,44.62,13.84,8.25,45.71,59.96,1.25,1.89,82.29,17.71,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.4675396532644781 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1000"
Hawkins Cooker Ltd.,Mar 18,5.29,104.53,109.82,18.15,117.56,245.52,215.41,245.52,552.56,563.65,4.14,3.66,489.84,73.81,24.64,48.68,92.06,44.55,14.77,8.64,44.33,60.92,1.24,1.83,91.52,8.48,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.37284305669679535 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1000"
Hawkins Cooker Ltd.,Mar 17,5.29,101.39,106.68,12.98,115.79,235.45,203.59,235.45,512.02,516.5,4.28,3.47,445.53,70.97,23.95,47.42,89.68,38.19,15.37,9.18,44.45,62.89,1.21,1.76,80.54,19.46,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.2737241670181358 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1000"
Hawkins Cooker Ltd.,Mar 16,5.29,55.78,61.07,21.97,133.73,216.77,185.59,216.77,544.35,547.6,3.45,3.45,483.33,60.23,20.25,40.34,76.28,31.73,12.33,7.37,66.06,76.69,2.55,1.39,78.66,21.34,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5446207238472979 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1000"
Butterfly Gandhimathi Appliances Ltd.,Mar 20,17.88,174.8,192.68,35.7,263.72,492.1,312.69,492.1,678.7,680.15,24.13,13.94,676.02,4.13,0.15,3.98,1.83,0.0,6.22,0.59,2.07,12.37,1.55,1.19,0.0,100.0,350,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 8.969849246231156 and Score: 100
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 350"
Butterfly Gandhimathi Appliances Ltd.,Mar 19,17.88,170.74,189.42,42.18,232.25,463.84,287.47,463.84,651.98,654.03,22.45,12.89,641.64,12.39,2.6,9.57,5.15,0.0,7.32,1.46,5.05,15.04,1.45,1.24,0.0,100.0,450,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 4.407523510971787 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 450"
Butterfly Gandhimathi Appliances Ltd.,Mar 18,17.88,161.53,180.21,45.81,241.59,467.62,295.98,467.62,540.56,542.16,18.09,12.38,536.33,5.83,1.76,4.81,2.82,0.0,6.72,0.89,2.67,10.58,1.59,1.23,0.0,100.0,300,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 9.523908523908526 and Score: 100
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 300"
Butterfly Gandhimathi Appliances Ltd.,Mar 17,17.88,157.28,175.16,62.49,180.73,418.38,240.45,418.38,404.86,406.6,23.46,11.61,459.76,-53.16,0.0,-51.77,-28.8,2.23,-4.47,-12.73,-29.56,-12.5,1.39,1.33,-4.31,104.31,100,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : -1.2070697315047325 and Score: -100
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 100"
Butterfly Gandhimathi Appliances Ltd.,Mar 16,17.88,216.69,235.37,52.83,299.04,587.24,413.61,587.24,900.94,906.32,34.48,11.55,887.15,19.17,4.09,12.39,6.93,2.23,7.24,1.37,5.26,18.62,1.49,1.38,18.0,82.0,450,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 4.263922518159806 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 450"
Bajaj Finance Ltd.,Mar 20,119.99,31994.47,32327.63,75658.71,56405.03,164391.37,161897.31,164391.37,26373.8,26385.63,9473.21,294.63,19063.51,7322.12,2205.25,5263.75,90.0,949.63,64.8,19.95,16.28,15.55,4.09,2.87,18.04,81.96,800,"ROE Score : 100
 ROTC Score: 100
 Operation Margin score: 200
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 14.37353787698884 and Score: 50
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 800"
Bajaj Finance Ltd.,Mar 19,115.37,19443.8,19697.02,64445.36,40090.13,124232.51,122659.21,124232.51,18487.14,18500.18,6623.56,144.15,12321.02,6179.16,2085.89,3994.99,69.0,231.19,70.03,21.59,20.28,15.22,5.31,3.06,5.79,94.21,800,"ROE Score : 150
 ROTC Score: 100
 Operation Margin score: 200
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 16.131544759811664 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 800"
Bajaj Finance Ltd.,Mar 18,115.03,16430.62,16545.65,47532.86,22745.83,86824.34,37780.62,86824.34,13442.04,13465.91,4634.33,102.07,9369.71,4096.2,1439.43,2674.11,48.0,197.96,65.71,19.86,16.16,13.62,4.25,1.66,7.4,92.6,700,"ROE Score : 100
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 17.775207452199048 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 700"
Bajaj Finance Ltd.,Mar 17,109.37,9490.89,9600.26,34686.45,19443.8,63730.51,30145.08,63730.51,9966.71,9992.19,3803.71,71.17,7174.78,2817.41,1070.06,1836.38,34.0,0.0,67.15,18.38,19.13,14.95,5.64,1.55,0.0,100.0,700,"ROE Score : 100
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 18.88849257778891 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 700"
Bajaj Finance Ltd.,Mar 16,53.55,7271.18,7426.76,25977.2,13052.64,46456.6,20550.75,46456.6,7304.31,7383.66,2926.85,56.34,5418.98,1964.68,753.81,1278.63,242.0,140.57,67.74,17.32,17.22,14.64,5.26,1.57,10.99,89.01,650,"ROE Score : 100
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 20.316432431586932 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 650"
Prozone Intu Properties Ltd.,Mar 20,30.52,466.0,496.52,414.13,375.08,1610.73,553.09,1610.73,85.04,105.18,41.52,33.4,111.53,-6.35,-1.87,-4.48,0.0,0.0,80.63,-4.26,-0.9,2.85,1.59,1.47,-0.0,100.0,250,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 200
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : -92.43973214285714 and Score: -100
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 250"
Prozone Intu Properties Ltd.,Mar 19,30.52,468.68,499.2,389.56,215.14,1432.13,356.34,1432.13,118.22,133.82,34.32,33.97,125.98,7.84,1.36,6.35,0.0,0.0,64.4,4.75,1.27,3.46,1.21,1.66,0.0,100.0,350,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 200
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 61.348031496062994 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 350"
Prozone Intu Properties Ltd.,Mar 18,30.52,492.67,523.19,363.9,87.34,1317.24,243.78,1317.24,96.15,107.71,27.47,26.57,112.56,-4.84,2.09,-7.17,0.0,0.0,51.17,-6.66,-1.37,1.84,0.86,2.79,-0.0,100.0,250,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 200
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : -50.75313807531381 and Score: -100
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 250"
Prozone Intu Properties Ltd.,Mar 17,30.52,502.97,533.49,294.86,88.01,1256.66,327.55,1256.66,63.17,73.92,9.78,11.71,79.75,-5.83,2.22,1.23,0.0,0.0,24.79,1.66,0.23,0.34,0.72,3.72,0.0,100.0,250,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 100
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 239.72357723577238 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 250"
Prozone Intu Properties Ltd.,Mar 16,30.52,520.25,550.77,233.47,78.62,1166.28,396.13,1166.28,86.21,94.63,10.2,13.18,86.57,7.9,4.09,4.17,0.0,0.0,36.28,4.41,0.76,1.66,0.57,5.04,0.0,100.0,300,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 150
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 55.98800959232614 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 300"
Vaibhav Global Ltd.,Mar 20,32.28,719.04,751.31,28.92,310.76,1090.99,886.35,1090.99,1986.47,2001.0,8.65,31.36,1764.66,236.34,53.36,190.26,59.0,102.77,13.91,9.51,25.32,31.4,0.45,2.85,54.02,45.98,1100,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.15200252286345003 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 1100"
Vaibhav Global Ltd.,Mar 19,32.66,664.01,696.68,3.84,241.99,942.51,794.0,942.51,1813.98,1828.15,4.66,24.61,1639.99,188.16,11.56,154.17,47.0,16.31,11.99,8.43,22.13,27.53,0.35,3.28,10.58,89.42,1000,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.024907569566063437 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 1000"
Vaibhav Global Ltd.,Mar 18,32.58,517.53,550.11,3.75,208.93,762.83,598.72,762.83,1570.66,1581.12,4.3,25.45,1451.97,129.15,25.45,112.47,35.0,0.0,10.12,7.11,20.45,24.09,0.39,2.87,0.0,100.0,950,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.03334222459322486 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 950"
Vaibhav Global Ltd.,Mar 17,32.53,401.84,434.38,4.36,237.21,675.96,509.22,675.96,1438.94,1454.64,6.41,29.41,1388.55,66.09,1.51,64.58,20.0,0.0,7.08,4.44,14.87,16.52,0.56,2.15,0.0,100.0,750,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.06751316196965006 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 750"
Vaibhav Global Ltd.,Mar 16,32.5,334.86,367.36,4.47,247.43,619.27,462.0,619.27,1275.85,1293.57,6.82,23.65,1248.77,44.8,10.89,39.82,12.0,0.0,5.9,3.08,10.84,13.88,0.69,1.87,0.0,100.0,650,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.11225514816675038 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 650"
Birlasoft Ltd.,Mar 20,55.34,1837.08,1892.42,183.5,611.41,2687.33,1688.45,2687.33,3290.97,3333.96,16.13,82.58,2997.76,336.2,111.86,224.35,8.0,0.0,13.22,6.73,11.86,16.97,0.42,2.76,0.0,100.0,450,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.8179184310229553 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 450"
Birlasoft Ltd.,Mar 19,54.83,1658.72,1713.55,69.62,714.42,2497.58,1673.5,2497.58,2550.67,2576.72,10.84,49.87,2304.99,289.32,74.67,292.16,14.0,45.66,13.72,11.34,17.05,16.83,0.46,2.34,15.63,84.37,600,"ROE Score : 100
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.23829408543263964 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 600"
Birlasoft Ltd.,Mar 18,37.9,1779.01,1816.92,150.59,761.83,2732.89,1657.22,2732.89,2249.8,2273.66,8.13,40.18,2014.82,258.84,29.34,254.37,13.0,41.45,13.65,11.19,14.0,13.54,0.5,2.18,16.3,83.7,500,"ROE Score : 50
 ROTC Score: 50
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5920116365923654 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 500"
Birlasoft Ltd.,Mar 17,37.64,1544.81,1582.45,169.64,774.63,2528.42,1470.35,2528.42,3320.05,3340.71,13.6,82.66,3067.68,299.12,63.8,238.55,12.0,20.68,11.91,7.14,15.07,17.83,0.6,1.9,8.67,91.33,550,"ROE Score : 100
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.7111297421924124 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 550"
Birlasoft Ltd.,Mar 16,37.57,1347.81,1385.38,224.38,573.35,2183.17,1278.18,2183.17,3224.29,3252.48,16.54,69.13,2875.73,365.45,94.13,280.9,15.0,42.34,13.99,8.64,20.28,23.73,0.58,2.23,15.07,84.93,700,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.7987896048415807 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 700"
Zydus Wellness Ltd.,Mar 20,57.66,3403.0,3460.66,1527.2,601.82,5589.68,775.79,5589.68,1766.82,1777.53,139.91,26.39,1612.06,121.27,-2.65,141.72,25.0,57.67,16.28,7.97,4.1,5.24,0.62,1.29,40.69,59.31,300,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 10.776178379904037 and Score: 50
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 300"
Zydus Wellness Ltd.,Mar 19,57.66,3328.62,3386.28,1525.98,546.26,5458.52,697.7,5458.52,842.82,881.7,30.09,12.51,700.62,170.63,31.09,171.24,40.0,31.26,25.3,19.42,5.06,4.09,0.61,1.28,18.26,81.74,500,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 8.91135248773651 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 500"
Zydus Wellness Ltd.,Mar 18,39.07,652.12,691.19,2.89,121.69,828.93,647.04,828.93,512.62,547.68,1.7,8.88,397.94,149.74,30.71,136.51,34.0,0.0,31.27,24.93,19.75,21.41,0.18,5.32,0.0,100.0,900,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.021170610211706103 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 900"
Zydus Wellness Ltd.,Mar 17,39.07,518.12,557.19,1.97,113.46,683.17,516.22,683.17,430.57,463.21,0.55,7.16,339.21,124.0,26.94,111.28,28.0,25.4,30.59,24.02,19.97,21.86,0.21,4.55,22.83,77.17,900,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.01770309130122214 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 900"
